datayear,oshpd_id2,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,LICENSE_CATEGORY_DESC,Control_Type_Desc,TRAUMA_CENTER_DESC,ER_SERVICE_LEVEL_DESC,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,LICENSED_BED_SIZE,MSSA_DESIGNATION,Sex_Male,Sex_Female,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Hospice_Care,Home_Health_Service,Residential_Care,Routine,Psychiatric_Care,SN_IC_Care,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,ED_Visit,All_Other,English,Spanish
2014,106184008,LASSEN,1800 SPRING RIDGE DRIVE,SUSANVILLE,96130,General Acute Care Hospital,Nonprofit - Corporation,,Emergency - Basic,Y,N,1-49,Rural,4304.0,5466.0,,1042.0,1017.0,1949.0,1330.0,1100.0,1160.0,822.0,488.0,598.0,264.0,,35.0,250.0,774.0,279.0,114.0,4.0,8314.0,661.0,10.0,9.0,,,8.0,8956.0,71.0,34.0,4014.0,1934.0,778.0,2397.0,647.0,9770.0,1.0,9719.0,50.0
2014,106250955,MODOC,741 N. MAIN STREET,CEDARVILLE,96104,General Acute Care Hospital,Public - District,,Emergency - Standby,Y,N,1-49,Frontier,161.0,179.0,,27.0,28.0,28.0,52.0,33.0,47.0,33.0,42.0,44.0,6.0,,,,10.0,56.0,,4.0,270.0,63.0,5.0,1.0,,,,267.0,1.0,1.0,102.0,105.0,9.0,82.0,42.0,340.0,2.0,330.0,8.0
2014,106250956,MODOC,228 WEST MCDOWELL AVENUE,ALTURAS,96101,General Acute Care Hospital,Public - District,,Emergency - Standby,Y,N,50-99,Frontier,1676.0,2151.0,2.0,423.0,343.0,615.0,468.0,463.0,577.0,422.0,265.0,199.0,54.0,,28.0,50.0,245.0,192.0,66.0,62.0,3186.0,217.0,22.0,2.0,,,1.0,3551.0,5.0,9.0,1801.0,959.0,84.0,584.0,401.0,3829.0,2.0,3782.0,45.0
2014,106291023,NEVADA,155 GLASSON WAY,GRASS VALLEY,95945,General Acute Care Hospital,Nonprofit - Corporation,,Emergency - Basic,Y,N,100-149,Rural,12527.0,14535.0,,2362.0,2809.0,4040.0,3429.0,2955.0,3583.0,3009.0,2142.0,2306.0,427.0,,108.0,216.0,644.0,62.0,449.0,585.0,24998.0,495.0,237.0,36.0,2.0,,82.0,25692.0,222.0,110.0,10554.0,6934.0,2257.0,4585.0,2732.0,27062.0,70.0,26875.0,117.0
2014,106291053,NEVADA,10121 PINE AVE,TRUCKEE,96161,General Acute Care Hospital,Public - District,,Emergency - Basic,Y,N,50-99,Rural,6027.0,5420.0,,1157.0,1448.0,1997.0,1507.0,1417.0,1368.0,1187.0,761.0,431.0,174.0,,199.0,99.0,1637.0,8.0,250.0,201.0,9053.0,223.0,24.0,6.0,,26.0,,10614.0,40.0,,770.0,1675.0,479.0,7100.0,1354.0,11447.0,36.0,10688.0,723.0
2014,106310791,PLACER,11815 EDUCATION STREET,AUBURN,95602,General Acute Care Hospital,Nonprofit - Corporation,,Emergency - Basic,N,N,50-99,Urban,10879.0,12464.0,1.0,1699.0,2220.0,3387.0,3081.0,2820.0,3348.0,2523.0,1832.0,2201.0,233.0,,138.0,312.0,1536.0,125.0,50.0,38.0,21145.0,327.0,50.0,40.0,10.0,39.0,1.0,22673.0,104.0,,5199.0,6450.0,995.0,8309.0,2391.0,23344.0,136.0,22668.0,540.0
2014,106320859,PLUMAS,500 1ST STREET,PORTOLA,96122,General Acute Care Hospital,Public - District,,Emergency - Basic,Y,N,50-99,Frontier,1480.0,2018.0,,368.0,318.0,387.0,329.0,291.0,521.0,509.0,396.0,331.0,48.0,,20.0,29.0,254.0,31.0,,40.0,3124.0,364.0,47.0,4.0,,,2.0,2977.0,,2.0,382.0,1274.0,71.0,1674.0,97.0,3498.0,6.0,3451.0,41.0
2014,106320986,PLUMAS,1065 BUCKS LAKE ROAD,QUINCY,95971,General Acute Care Hospital,Public - District,,Emergency - Standby,Y,N,1-49,Frontier,1547.0,1766.0,,284.0,344.0,456.0,346.0,347.0,479.0,457.0,309.0,233.0,58.0,,10.0,65.0,115.0,66.0,38.0,1.0,3018.0,150.0,31.0,3.0,,,12.0,3085.0,4.0,11.0,1057.0,940.0,140.0,1065.0,111.0,3313.0,2.0,3308.0,3.0
2014,106321016,PLUMAS,130 BRENTWOOD DRIVE,CHESTER,96020,General Acute Care Hospital,Public - District,Level IV,Emergency - Standby,Y,N,1-49,Frontier,1267.0,1469.0,,249.0,270.0,242.0,266.0,313.0,362.0,362.0,377.0,250.0,45.0,,15.0,17.0,103.0,34.0,10.0,17.0,2540.0,43.0,18.0,4.0,,9.0,40.0,2493.0,3.0,7.0,634.0,878.0,143.0,823.0,258.0,2736.0,5.0,2720.0,11.0
2014,106450936,SHASTA,43563 STATE HWY. 299 E,FALL RIVER MILLS,96028,General Acute Care Hospital,Public - District,,Emergency - Standby,Y,N,100-149,Frontier,1652.0,1941.0,,380.0,327.0,424.0,366.0,389.0,432.0,419.0,437.0,331.0,88.0,,5.0,17.0,348.0,210.0,2156.0,14.0,843.0,72.0,42.0,5.0,1.0,,6.0,3259.0,6.0,11.0,1302.0,1127.0,85.0,774.0,305.0,3593.0,14.0,3448.0,131.0
2014,106450940,SHASTA,1100 BUTTE STREET,REDDING,96001,General Acute Care Hospital,Investor - Limited Liability Company,Level III,Emergency - Basic,N,N,200-299,Urban,18600.0,21531.0,,2929.0,3719.0,7563.0,6658.0,5841.0,6002.0,3290.0,2052.0,1652.0,425.0,,519.0,954.0,1277.0,749.0,1402.0,394.0,34836.0,265.0,1947.0,46.0,3.0,26.0,,37210.0,558.0,75.0,20295.0,9244.0,1008.0,4847.0,4737.0,40131.0,68.0,39937.0,126.0
2014,106450949,SHASTA,2175 ROSALINE AVENUE,REDDING,96001,General Acute Care Hospital,Nonprofit - Corporation,Level II,Emergency - Basic,N,N,200-299,Urban,20061.0,24884.0,7.0,5377.0,4442.0,7466.0,6249.0,5079.0,5713.0,3895.0,2840.0,2492.0,1398.0,1.0,508.0,901.0,2216.0,734.0,505.0,533.0,39555.0,217.0,830.0,88.0,8.0,67.0,2.0,43110.0,310.0,192.0,21499.0,10601.0,1220.0,7849.0,3764.0,44952.0,319.0,44347.0,286.0
