datayear,oshpd_id2,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,LICENSE_CATEGORY_DESC,Control_Type_Desc,TRAUMA_CENTER_DESC,ER_SERVICE_LEVEL_DESC,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,LICENSED_BED_SIZE,MSSA_DESIGNATION,Sex_Male,Sex_Female,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Hospice_Care,Home_Health_Service,Residential_Care,Routine,Psychiatric_Care,SN_IC_Care,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,ED_Visit,All_Other,English,Spanish
2019,106010735,Alameda,2070 Clinton Ave,Alameda,94501,General Acute Care Hospital,City or County,,Emergency - Basic,,,100-149,Urban,6273.0,7529.0,2.0,484.0,971.0,2667.0,2383.0,1942.0,1867.0,1582.0,1016.0,848.0,43.0,1.0,1227.0,2892.0,2120.0,16.0,4619.0,447.0,4239.0,273.0,432.0,21.0,1.0,,,12448.0,146.0,218.0,5969.0,2892.0,382.0,3197.0,1364.0,13804.0,505.0,12726.0,549.0
2019,106010739,Alameda,2450 Ashby Ave,Berkeley,94705,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,Urban,14770.0,19379.0,3.0,496.0,1875.0,7139.0,5922.0,4483.0,4655.0,4148.0,2951.0,2318.0,165.0,,2772.0,10430.0,5471.0,74.0,6446.0,328.0,12994.0,320.0,560.0,8.0,7.0,51.0,40.0,31338.0,1512.0,182.0,11963.0,8091.0,629.0,10673.0,2796.0,34152.0,837.0,31580.0,1591.0
2019,106010776,Alameda,747 52nd St,Oakland,94609,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),Level I - Pediatric,Emergency - Basic,,Teaching,200-299,Urban,19268.0,17385.0,3.0,20931.0,10160.0,527.0,68.0,47.0,25.0,8.0,,1.0,4886.0,3.0,2509.0,8339.0,17763.0,45.0,20226.0,309.0,4003.0,254.0,153.0,8.0,1.0,8.0,4.0,35913.0,66.0,,28036.0,145.0,414.0,5616.0,2444.0,36656.0,1810.0,24730.0,9905.0
2019,106010846,Alameda,1411 E 31st St,Oakland,94602,General Acute Care Hospital,City or County,Level I,Emergency - Basic,,,200-299,Urban,33217.0,28358.0,12.0,932.0,2927.0,12030.0,12505.0,10539.0,10894.0,7676.0,2695.0,1172.0,214.0,3.0,4388.0,25270.0,20729.0,248.0,22147.0,244.0,7543.0,886.0,3564.0,146.0,12.0,28.0,344.0,53991.0,590.0,270.0,36605.0,8187.0,5276.0,3386.0,8121.0,61587.0,3168.0,44558.0,13287.0
2019,106010937,Alameda,350 Hawthorne Ave,Oakland,94609,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,Urban,15368.0,19526.0,,212.0,866.0,5270.0,5670.0,4608.0,5625.0,5359.0,3783.0,3478.0,23.0,,3853.0,17557.0,3741.0,54.0,4520.0,193.0,7800.0,559.0,724.0,82.0,9.0,94.0,92.0,32035.0,809.0,451.0,14563.0,10714.0,563.0,6479.0,2575.0,34894.0,2655.0,30939.0,1088.0
2019,106010967,Alameda,27200 Calaroga Ave,Hayward,94545,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,150-199,Urban,13763.0,15706.0,2.0,2688.0,2998.0,4910.0,5081.0,3906.0,3853.0,2941.0,1596.0,1038.0,460.0,,3426.0,4688.0,13212.0,70.0,14336.0,42.0,5450.0,301.0,642.0,92.0,,,148.0,27196.0,391.0,206.0,16053.0,4330.0,2559.0,3578.0,2950.0,29471.0,1635.0,21343.0,6487.0
2019,106010987,Alameda,2000 Mowry Ave,Fremont,94538,General Acute Care Hospital,District,,Emergency - Basic,,,300-499,Urban,20801.0,22770.0,2.0,4701.0,3839.0,6226.0,6475.0,4944.0,5507.0,4545.0,3212.0,3240.0,884.0,,12707.0,4572.0,9582.0,109.0,14165.0,270.0,10651.0,136.0,77.0,60.0,29.0,104.0,1.0,41572.0,659.0,391.0,17357.0,10253.0,1075.0,10676.0,3843.0,43573.0,2651.0,38584.0,1995.0
2019,106013619,Alameda,13855 E 14th St,San Leandro,94578,General Acute Care Hospital,City or County,,Emergency - Basic,,,50-99,Urban,7128.0,8551.0,7.0,540.0,909.0,3136.0,2890.0,2398.0,2722.0,1856.0,725.0,462.0,48.0,,1004.0,8168.0,3668.0,70.0,3716.0,25.0,2494.0,161.0,1257.0,6.0,4.0,14.0,,13693.0,443.0,19.0,9134.0,2583.0,829.0,1496.0,1644.0,15686.0,391.0,14005.0,1252.0
2019,106014034,Alameda,39001 Sundale Dr,Fremont,94538,Acute Psychiatric Hospital,Investor - Corporation,,,,,100-149,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,106014050,Alameda,5555 W Las Positas Blvd,Pleasanton,94588,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,150-199,Urban,13238.0,14644.0,1.0,2558.0,2566.0,3783.0,4256.0,3510.0,3674.0,2661.0,2236.0,2109.0,530.0,,4423.0,2266.0,4882.0,77.0,6238.0,128.0,14097.0,631.0,,53.0,9.0,90.0,,25346.0,610.0,169.0,4311.0,1363.0,8583.0,10850.0,2776.0,27883.0,715.0,25944.0,1215.0
