datayear,oshpd_id2,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,LICENSE_CATEGORY_DESC,Control_Type_Desc,TRAUMA_CENTER_DESC,ER_SERVICE_LEVEL_DESC,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,LICENSED_BED_SIZE,MSSA_DESIGNATION,Sex_Male,Sex_Female,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Hospice_Care,Home_Health_Service,Residential_Care,Routine,Psychiatric_Care,SN_IC_Care,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,ED_Visit,All_Other,English,Spanish
2012,106010735,ALAMEDA,2070 CLINTON,ALAMEDA,94501,General Acute Care Hospital,Public - District,,Emergency - Basic,,,100-149,,6005.0,7722.0,,768.0,1104.0,2458.0,2236.0,2173.0,1937.0,1322.0,688.0,965.0,76.0,,1335.0,3025.0,173.0,9.0,2762.0,372.0,6051.0,237.0,385.0,39.0,12.0,23.0,10.0,12462.0,210.0,201.0,549.0,2740.0,3469.0,4339.0,,13727.0,522.0,12918.0,287.0
2012,106010739,ALAMEDA,2450 ASHBY STREET,BERKELEY,94705,General Acute Care Hospital,Nonprofit - Corporation,,Emergency - Basic,,,300-499,,14509.0,20833.0,,550.0,2096.0,8450.0,5937.0,4959.0,5430.0,3774.0,1998.0,1961.0,187.0,,2385.0,12662.0,3419.0,55.0,2523.0,190.0,14108.0,198.0,242.0,25.0,,3.0,44.0,33653.0,934.0,156.0,8613.0,5707.0,1877.0,12926.0,,35342.0,534.0,33867.0,941.0
2012,106010776,ALAMEDA,747 52ND STREET,OAKLAND,94609,General Acute Care Hospital,Nonprofit - Corporation,Level I - Pediatric,Emergency - Basic,,,150-199,,20826.0,18391.0,1.0,23733.0,9037.0,275.0,88.0,31.0,28.0,6.0,3.0,1.0,6016.0,,2078.0,12165.0,15489.0,39.0,5815.0,322.0,3310.0,308.0,758.0,9.0,,,,38135.0,,,28489.0,19.0,1785.0,5949.0,,39218.0,1425.0,27285.0,10508.0
2012,106010805,ALAMEDA,20103 LAKE CHABOT ROAD,CASTRO VALLEY,94546,General Acute Care Hospital,Nonprofit - Corporation,Level II,Emergency - Basic,,,150-199,,13612.0,18119.0,,2702.0,2835.0,5848.0,4964.0,4417.0,4384.0,2425.0,1493.0,2037.0,626.0,,2098.0,6645.0,7036.0,100.0,868.0,28.0,14956.0,1064.0,332.0,100.0,26.0,62.0,2.0,29049.0,695.0,50.0,8543.0,6426.0,814.0,9169.0,,31731.0,666.0,29433.0,1632.0
2012,106010846,ALAMEDA,1411 EAST 31ST STREET,OAKLAND,94602,General Acute Care Hospital,Public - City or County,Level II,Emergency - Basic,,Teaching,300-499,,40004.0,34198.0,,615.0,2791.0,16032.0,14367.0,15555.0,16257.0,6884.0,1108.0,455.0,138.0,,5450.0,31470.0,20596.0,248.0,6247.0,196.0,9995.0,1936.0,567.0,161.0,,2.0,1.0,70104.0,,143.0,17877.0,4437.0,35836.0,1640.0,,74202.0,4025.0,57871.0,12306.0
2012,106010856,ALAMEDA,280 W. MACARTHUR BOULEVARD,OAKLAND,94611,General Acute Care Hospital,Nonprofit - Corporation,,Emergency - Basic,,Teaching,300-499,,40759.0,51245.0,17.0,9255.0,8629.0,14468.0,12246.0,12501.0,12645.0,9387.0,5661.0,5815.0,1413.0,1.0,7666.0,37350.0,17691.0,297.0,2747.0,5324.0,20946.0,525.0,1023.0,66.0,48.0,39.0,10.0,88783.0,859.0,202.0,13016.0,16470.0,1788.0,42405.0,,92021.0,1816.0,82921.0,7284.0
2012,106010858,ALAMEDA,27400 HESPERIAN BOULEVARD,HAYWARD,94545,General Acute Care Hospital,Nonprofit - Corporation,,Emergency - Basic,,,200-299,,31061.0,37792.0,1.0,8238.0,7504.0,9121.0,8467.0,8290.0,8365.0,6524.0,5033.0,5995.0,1317.0,,13058.0,10243.0,18027.0,275.0,2805.0,1671.0,22775.0,377.0,665.0,74.0,96.0,224.0,166.0,65645.0,798.0,505.0,7081.0,15384.0,1107.0,41387.0,,68854.0,1943.0,62317.0,4594.0
2012,106010937,ALAMEDA,350 HAWTHORNE AVENUE,OAKLAND,94609,General Acute Care Hospital,Nonprofit - Corporation,,Emergency - Basic,,,300-499,,13241.0,19432.0,,240.0,1258.0,6154.0,5274.0,5266.0,6084.0,3893.0,2159.0,2308.0,37.0,,2676.0,19070.0,2477.0,50.0,1520.0,283.0,6597.0,319.0,305.0,55.0,,1.0,18.0,30586.0,750.0,469.0,11115.0,6961.0,1395.0,7249.0,,32673.0,1570.0,30330.0,773.0
2012,106010967,ALAMEDA,27200 CALAROGA AVENUE,HAYWARD,94545,General Acute Care Hospital,Nonprofit - Corporation,,Emergency - Basic,,,200-299,,13155.0,17322.0,2.0,3995.0,3033.0,5833.0,4964.0,4096.0,3526.0,2193.0,1143.0,849.0,847.0,,2604.0,6366.0,11845.0,44.0,2984.0,291.0,6345.0,318.0,1053.0,80.0,2.0,3.0,4.0,27793.0,575.0,195.0,14170.0,4314.0,1295.0,3503.0,,30479.0,2147.0,22988.0,5344.0
2012,106010987,ALAMEDA,2000 MOWRY AVENUE,FREMONT,94538,General Acute Care Hospital,Public - District,,Emergency - Basic,,,300-499,,18614.0,23099.0,,5778.0,4103.0,6351.0,6092.0,5610.0,4901.0,2956.0,2244.0,2409.0,1267.0,2.0,4593.0,4696.0,8174.0,52.0,8030.0,42.0,16126.0,186.0,275.0,74.0,,35.0,,39697.0,697.0,491.0,16197.0,7456.0,1947.0,10189.0,,41713.0,1652.0,38293.0,1768.0
2012,106013619,ALAMEDA,13855 EAST 14TH STREET,SAN LEANDRO,94578,General Acute Care Hospital,Nonprofit - Corporation,,Emergency - Basic,,,50-99,,9677.0,13341.0,,960.0,1764.0,5045.0,3889.0,3606.0,3694.0,1919.0,948.0,1063.0,130.0,,1439.0,11975.0,3978.0,152.0,782.0,416.0,4276.0,240.0,493.0,48.0,8.0,14.0,,21172.0,744.0,183.0,1369.0,4533.0,10057.0,2570.0,,23018.0,402.0,21699.0,917.0
2012,106013687,ALAMEDA,"3012 SUMMIT STREET, 5TH FLOOR",OAKLAND,94609,Chemical Dep. Recovery Hospital,Nonprofit - Corporation,,,,,1-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,106014050,ALAMEDA,5555 WEST LAS POSITAS BLVD.,PLEASANTON,94588,General Acute Care Hospital,Nonprofit - Corporation,,Emergency - Basic,,,150-199,,11165.0,12999.0,,2914.0,2662.0,3660.0,3408.0,3625.0,2941.0,1813.0,1194.0,1315.0,632.0,,2319.0,1618.0,3896.0,57.0,1374.0,91.0,14809.0,496.0,178.0,54.0,2.0,,3.0,22817.0,586.0,24.0,4712.0,3714.0,1247.0,11226.0,,24164.0,542.0,22342.0,1280.0
2012,106034002,AMADOR,200 MISSION BLVD,JACKSON,95642,General Acute Care Hospital,Nonprofit - Corporation,,Emergency - Basic,,,50-99,,7393.0,9422.0,,1408.0,1530.0,2341.0,1994.0,2052.0,2521.0,1800.0,1398.0,1511.0,260.0,,64.0,88.0,607.0,130.0,41.0,2.0,15883.0,664.0,64.0,28.0,1.0,14.0,,15839.0,23.0,,5485.0,4716.0,688.0,4229.0,,16815.0,55.0,16579.0,181.0
2012,106040802,BUTTE,240 SPRUCE STREET,GRIDLEY,95948,General Acute Care Hospital,Nonprofit - Corporation,Level IV,Emergency - Standby,,,1-49,,3502.0,4155.0,,1027.0,908.0,1024.0,1008.0,967.0,876.0,609.0,588.0,497.0,153.0,,63.0,60.0,1883.0,36.0,225.0,5.0,5385.0,199.0,187.0,11.0,1.0,1.0,25.0,7150.0,3.0,42.0,3427.0,1866.0,78.0,1263.0,,7657.0,63.0,6545.0,1049.0
2012,106040875,BUTTE,5974 PENTZ ROAD,PARADISE,95969,General Acute Care Hospital,Nonprofit - Corporation,,Emergency - Basic,,,100-149,,8114.0,10666.0,1.0,1823.0,1735.0,2745.0,2289.0,2225.0,2450.0,1846.0,1405.0,1848.0,415.0,,64.0,127.0,459.0,,33.0,106.0,17992.0,247.0,286.0,30.0,4.0,13.0,4.0,17693.0,1.0,104.0,7475.0,5708.0,407.0,3414.0,,18781.0,9.0,18749.0,23.0
2012,106040937,BUTTE,2767 OLIVE HIGHWAY,OROVILLE,95966,General Acute Care Hospital,Nonprofit - Corporation,Level III,Emergency - Basic,,,100-149,,11042.0,12780.0,,2279.0,2216.0,4429.0,3309.0,3766.0,3649.0,1710.0,987.0,905.0,572.0,,589.0,920.0,1504.0,577.0,340.0,7.0,19885.0,256.0,732.0,50.0,,2.0,26.0,22369.0,347.0,36.0,12589.0,5105.0,798.0,3477.0,,23822.0,306.0,23202.0,314.0
2012,106040962,BUTTE,1531 ESPLANADE,CHICO,95926,General Acute Care Hospital,Nonprofit - Corporation,Level II,Emergency - Basic,,,200-299,,14924.0,17076.0,,2759.0,3415.0,6887.0,3986.0,3961.0,3953.0,2642.0,1591.0,2148.0,658.0,,385.0,1104.0,4455.0,357.0,1452.0,88.0,24159.0,163.0,398.0,59.0,,,,29906.0,510.0,292.0,9746.0,7168.0,3001.0,8516.0,,32000.0,437.0,29745.0,1818.0
