datayear,oshpd_id2,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,LICENSE_CATEGORY_DESC,Control_Type_Desc,TRAUMA_CENTER_DESC,ER_SERVICE_LEVEL_DESC,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,LICENSED_BED_SIZE,MSSA_DESIGNATION,Sex_Male,Sex_Female,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Hospice_Care,Home_Health_Service,Residential_Care,Routine,Psychiatric_Care,SN_IC_Care,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,ED_Visit,All_Other,English,Spanish
2010,106010735,ALAMEDA,2070 CLINTON,ALAMEDA,94501,General Acute Care,District,,Basic,,NO,100,,5053.0,6740.0,1.0,799.0,1038.0,2210.0,1811.0,1912.0,1566.0,1000.0,553.0,838.0,67.0,,1097.0,2374.0,167.0,11.0,2852.0,178.0,5115.0,232.0,94.0,34.0,,,2.0,11252.0,25.0,117.0,1167.0,2160.0,2588.0,4008.0,,11794.0,397.0,11173.0,224.0
2010,106010739,ALAMEDA,2450 ASHBY STREET,BERKELEY,94705,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,347,,14054.0,20805.0,,561.0,2398.0,8023.0,5771.0,5378.0,5448.0,3432.0,1767.0,1865.0,216.0,,2209.0,13046.0,3165.0,61.0,2430.0,285.0,13663.0,205.0,237.0,23.0,,3.0,56.0,33028.0,1101.0,152.0,8273.0,5726.0,2129.0,12807.0,,34859.0,410.0,33551.0,898.0
2010,106010776,ALAMEDA,747 52ND STREET,OAKLAND,94609,General Acute Care,Non-Profit Corporation (incl. Church-related),Level I - Pediatric,Basic,,NO,190,,22657.0,19965.0,1.0,25730.0,9546.0,265.0,81.0,47.0,30.0,7.0,1.0,,6916.0,,2170.0,13892.0,16547.0,37.0,5824.0,235.0,3918.0,359.0,912.0,5.0,,,,41303.0,,,30247.0,20.0,1811.0,7174.0,,42623.0,1584.0,29562.0,11477.0
2010,106010805,ALAMEDA,20103 LAKE CHABOT ROAD,CASTRO VALLEY,94546,General Acute Care,Non-Profit Corporation (incl. Church-related),Level II,Basic,,NO,155,,11805.0,15495.0,,2149.0,2581.0,4991.0,4192.0,4244.0,3773.0,1832.0,1150.0,1795.0,593.0,,1818.0,5506.0,5566.0,112.0,567.0,16.0,13715.0,946.0,330.0,102.0,5.0,6.0,,25030.0,606.0,,7140.0,5298.0,707.0,8494.0,,27300.0,542.0,25519.0,1239.0
2010,106010846,ALAMEDA,1411 EAST 31ST STREET,OAKLAND,94602,General Acute Care,City and/or County,Level II,Basic,,YES,236,,37030.0,32177.0,,559.0,3241.0,15539.0,13055.0,15114.0,14446.0,5620.0,1043.0,458.0,131.0,1.0,5190.0,30848.0,17885.0,223.0,4926.0,63.0,10072.0,1794.0,344.0,134.0,,1.0,4.0,66034.0,,242.0,16828.0,3935.0,32438.0,1669.0,,69207.0,3561.0,54371.0,11275.0
2010,106010856,ALAMEDA,280 W. MACARTHUR BOULEVARD,OAKLAND,94611-5693,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,341,,29986.0,38729.0,4.0,6183.0,6194.0,10030.0,9065.0,9962.0,10125.0,6790.0,4484.0,4759.0,1126.0,1.0,6090.0,29675.0,11464.0,172.0,1954.0,1754.0,17610.0,344.0,929.0,57.0,52.0,30.0,12.0,66081.0,534.0,140.0,9164.0,12248.0,239.0,37489.0,,68719.0,1632.0,62814.0,4273.0
2010,106010858,ALAMEDA,27400 HESPERIAN BOULEVARD,HAYWARD,94545,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,210,,29609.0,35582.0,1.0,7919.0,7134.0,8049.0,7968.0,8613.0,8433.0,5882.0,4612.0,5190.0,1392.0,,12193.0,9660.0,16708.0,211.0,1648.0,2459.0,22313.0,413.0,612.0,75.0,75.0,106.0,112.0,62444.0,640.0,366.0,5648.0,12831.0,517.0,41245.0,,65192.0,2003.0,58565.0,4624.0
2010,106010937,ALAMEDA,350 HAWTHORNE AVENUE,OAKLAND,94609,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,337,,13489.0,18930.0,,196.0,1438.0,5816.0,5178.0,5973.0,6072.0,3591.0,1986.0,2122.0,47.0,,2695.0,19674.0,2080.0,42.0,1497.0,258.0,6173.0,318.0,238.0,74.0,,2.0,8.0,30758.0,813.0,184.0,11093.0,6717.0,1694.0,6568.0,,32419.0,1385.0,30258.0,776.0
2010,106010967,ALAMEDA,27200 CALAROGA AVENUE,HAYWARD,94545,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,141,,12624.0,16910.0,,4389.0,3337.0,6143.0,4358.0,3957.0,3126.0,1517.0,930.0,762.0,1015.0,,2237.0,5944.0,8896.0,30.0,6078.0,,6349.0,186.0,887.0,48.0,,6.0,3.0,27145.0,542.0,225.0,14121.0,3500.0,1229.0,3607.0,,29534.0,945.0,24504.0,4085.0
2010,106010987,ALAMEDA,2000 MOWRY AVENUE,FREMONT,94538,General Acute Care,District,,Basic,,NO,359,,18656.0,23583.0,,6330.0,4157.0,6713.0,5947.0,6010.0,4610.0,2651.0,2158.0,2382.0,1280.0,1.0,4886.0,4965.0,7978.0,55.0,7949.0,109.0,16297.0,221.0,335.0,77.0,,110.0,,40170.0,599.0,438.0,15946.0,7167.0,2245.0,10464.0,,42239.0,1080.0,39674.0,1485.0
