datayear,oshpd_id2,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,LICENSE_CATEGORY_DESC,Control_Type_Desc,TRAUMA_CENTER_DESC,ER_SERVICE_LEVEL_DESC,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,LICENSED_BED_SIZE,MSSA_DESIGNATION,Sex_Male,Sex_Female,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Hospice_Care,Home_Health_Service,Residential_Care,Routine,Psychiatric_Care,SN_IC_Care,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,ED_Visit,All_Other,English,Spanish
2020,106010735,Alameda,2070 Clinton Ave,Alameda,94501,General Acute Care Hospital,City or County,,Emergency - Basic,,,100-149,Urban,4750.0,5604.0,3.0,255.0,620.0,1773.0,1971.0,1482.0,1532.0,1299.0,815.0,592.0,16.0,2.0,1066.0,2274.0,2184.0,14.0,208.0,3282.0,,39.0,178.0,11.0,2.0,2.0,10.0,9530.0,18.0,94.0,4519.0,2162.0,571.0,2131.0,974.0,10357.0,492.0,9181.0,649.0
2020,106010739,Alameda,2450 Ashby Ave,Berkeley,94705,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,Urban,11415.0,14018.0,,239.0,1184.0,5209.0,4783.0,3428.0,3523.0,3106.0,2227.0,1614.0,120.0,,1932.0,8140.0,4259.0,46.0,263.0,9395.0,,267.0,400.0,13.0,7.0,27.0,34.0,23006.0,1389.0,181.0,9254.0,5995.0,678.0,7524.0,1982.0,25433.0,595.0,23355.0,1395.0
2020,106010776,Alameda,747 52nd St,Oakland,94609,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),Level I - Pediatric,Emergency - Basic,,Teaching,200-299,Urban,11721.0,10974.0,3.0,12303.0,6659.0,423.0,81.0,35.0,50.0,17.0,3.0,,3124.0,3.0,1398.0,5126.0,10998.0,22.0,185.0,2595.0,1.0,239.0,179.0,8.0,6.0,3.0,3.0,22132.0,106.0,2.0,16854.0,97.0,152.0,3977.0,1618.0,22698.0,906.0,15536.0,6091.0
2020,106010846,Alameda,1411 E 31st St,Oakland,94602,General Acute Care Hospital,City or County,Level I,Emergency - Basic,,,200-299,Urban,33012.0,27705.0,46.0,777.0,2868.0,11849.0,12883.0,10434.0,10495.0,7375.0,2654.0,1270.0,156.0,2.0,3867.0,25810.0,18691.0,176.0,163.0,7327.0,1.0,322.0,2016.0,170.0,12.0,21.0,41.0,54680.0,556.0,191.0,35432.0,8574.0,4603.0,3612.0,8542.0,60763.0,2567.0,46439.0,11388.0
2020,106010937,Alameda,350 Hawthorne Ave,Oakland,94609,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,Urban,12770.0,13912.0,,101.0,638.0,3871.0,4603.0,3640.0,4436.0,4060.0,2895.0,2416.0,22.0,,2755.0,13468.0,3043.0,47.0,188.0,6032.0,,623.0,545.0,88.0,15.0,56.0,80.0,23885.0,918.0,426.0,11122.0,7891.0,778.0,4981.0,1910.0,26682.0,1862.0,23753.0,916.0
2020,106010967,Alameda,27200 Calaroga Ave,Hayward,94545,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,150-199,Urban,9023.0,9397.0,4.0,1062.0,1532.0,3225.0,3383.0,2814.0,2613.0,2007.0,993.0,606.0,189.0,,2064.0,2956.0,8403.0,42.0,337.0,3408.0,,245.0,,101.0,,7.0,12.0,17247.0,347.0,246.0,9265.0,2877.0,2085.0,2030.0,2167.0,18424.0,982.0,13269.0,4172.0
2020,106010987,Alameda,2000 Mowry Ave,Fremont,94538,General Acute Care Hospital,District,,Emergency - Basic,,,300-499,Urban,24092.0,25891.0,3.0,2591.0,3035.0,7236.0,8419.0,6396.0,7209.0,6465.0,4642.0,3484.0,503.0,6.0,15579.0,4171.0,10202.0,137.0,848.0,13786.0,7.0,116.0,,93.0,11.0,238.0,2.0,48229.0,609.0,373.0,14700.0,13628.0,1024.0,15722.0,4912.0,49986.0,3084.0,44558.0,1931.0
2020,106014050,Alameda,5555 W Las Positas Blvd,Pleasanton,94588,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,150-199,Urban,10367.0,11090.0,2.0,1412.0,1711.0,2979.0,3370.0,2933.0,3158.0,2192.0,1817.0,1607.0,280.0,,3153.0,1761.0,3934.0,51.0,89.0,10696.0,,481.0,,63.0,11.0,129.0,,19319.0,655.0,134.0,5400.0,4307.0,925.0,8437.0,2390.0,21459.0,636.0,19810.0,1012.0
2020,106014132,Alameda,39400 Paseo Padre Pkwy,Fremont,94538,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,100-149,Urban,13150.0,14063.0,2.0,1686.0,1812.0,3767.0,4260.0,3367.0,3612.0,3142.0,2743.0,2474.0,352.0,,8380.0,2455.0,6250.0,107.0,765.0,8606.0,,215.0,462.0,62.0,49.0,526.0,,25043.0,512.0,180.0,3256.0,6532.0,570.0,15567.0,1289.0,27215.0,1422.0,24489.0,1237.0
2020,106014233,Alameda,20103 Lake Chabot Rd,Castro Valley,94546,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),Level II,Emergency - Basic,,,100-149,Urban,12646.0,14880.0,,1382.0,1770.0,4542.0,4672.0,3510.0,3944.0,3436.0,2065.0,1899.0,306.0,,2367.0,5778.0,8263.0,82.0,127.0,12379.0,,497.0,299.0,62.0,16.0,30.0,113.0,25099.0,681.0,513.0,11292.0,5915.0,849.0,7222.0,2248.0,27526.0,947.0,24429.0,2094.0
